#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 09 23 00 999  5.9  7.6  3.13 12.12  7.63 999 1009.2  25.1  25.7 999.0 99.0 99.00
2007 01 10 00 00 999  6.7  8.4  2.90 12.12  7.07 999 1008.1  24.6  25.7 999.0 99.0 99.00
2007 01 10 01 00 999  7.1  8.9  2.84 12.90  6.81 999 1007.6  24.4  25.6 999.0 99.0 99.00
2007 01 10 02 00 999  8.2 10.0  2.66 12.90  6.83 999 1007.7  24.6  25.6 999.0 99.0 99.00
2007 01 10 03 00 999  8.7 10.7  3.07 12.12  7.34 999 1008.0  24.6  25.6 999.0 99.0 99.00
2007 01 10 04 00 999  8.1 10.3  2.80 12.12  6.90 999 1008.3  24.7  25.6 999.0 99.0 99.00
2007 01 10 05 00 999  8.5 10.8  3.24 12.12  7.72 999 1008.8  24.5  25.5 999.0 99.0 99.00
2007 01 10 06 00 999  7.8  9.8  3.15 12.90  7.55 999 1009.5  24.5  25.5 999.0 99.0 99.00
2007 01 10 07 00 999  8.6 10.2  2.94 12.90  7.39 999 1009.9  24.8  25.5 999.0 99.0 99.00
2007 01 10 08 00 999  8.3 10.2  2.95 12.12  7.06 999 1009.8  24.8  25.5 999.0 99.0 99.00
2007 01 10 09 00 999  9.2 10.8  3.15 12.12  7.16 999 1009.7  24.8  25.5 999.0 99.0 99.00
2007 01 10 10 00 999  8.0  9.2  2.84 10.81  6.54 999 1010.0  25.0  25.5 999.0 99.0 99.00
2007 01 10 11 00 999  7.3  8.7  2.73 12.12  6.47 999 1010.0  25.0  25.5 999.0 99.0 99.00
2007 01 10 12 00 999  7.9  9.9  3.19 12.90  6.57 999 1009.6  25.0  25.4 999.0 99.0 99.00
2007 01 10 13 00 999  7.5 10.2  3.08 12.12  6.96 999 1008.9  24.9  25.4 999.0 99.0 99.00
2007 01 10 14 00 999  8.7 10.9  3.03 12.12  6.53 999 1008.3  24.9  25.4 999.0 99.0 99.00
2007 01 10 15 00 999  9.0 10.7  2.72 12.90  6.42 999 1008.3  25.0  25.4 999.0 99.0 99.00
2007 01 10 16 00 999  8.5  9.8  3.10 12.12  6.89 999 1008.3  24.9  25.4 999.0 99.0 99.00
2007 01 10 17 00 999  9.0 11.0  2.72 12.12  6.50 999 1008.6  25.0  25.4 999.0 99.0 99.00
2007 01 10 18 00 999  9.4 11.1  2.75 12.12  6.47 999 1008.7  25.0  25.4 999.0 99.0 99.00
2007 01 10 19 00 999  9.1 11.1  2.76  7.14  6.17 999 1009.9  25.3  25.4 999.0 99.0 99.00
2007 01 10 20 00 999  8.6 10.3  3.01 12.12  6.76 999 1010.4  25.3  25.4 999.0 99.0 99.00
2007 01 10 21 00 999  8.1  9.9  2.84 12.90  6.64 999 1010.5  25.4  25.4 999.0 99.0 99.00
2007 01 10 22 00 999  6.9  9.1  2.98 12.12  6.58 999 1010.2  25.1  25.4 999.0 99.0 99.00
2007 01 10 23 00 999 13.1 16.5  2.97 12.12  6.68 999 1009.4  22.0  25.4 999.0 99.0 99.00
2007 01 11 00 00 999  5.3  6.8  3.01  7.69  6.56 999 1007.8  23.9  25.4 999.0 99.0 99.00
2007 01 11 01 00 999  5.6  7.0  3.26 11.43  6.78 999 1007.4  24.7  25.4 999.0 99.0 99.00
2007 01 11 02 00 999  2.8  4.0  3.11 11.43  6.65 999 1008.8  24.7  25.4 999.0 99.0 99.00
2007 01 11 03 00 999  5.7  7.6  3.04 12.12  6.74 999 1009.6  24.4  25.4 999.0 99.0 99.00
2007 01 11 04 00 999  6.8  8.6  2.73 12.12  6.52 999 1010.3  23.5  25.4 999.0 99.0 99.00
2007 01 11 05 00 999  7.7  9.3  2.62 11.43  6.30 999 1010.5  23.2  25.4 999.0 99.0 99.00
2007 01 11 06 00 999  9.3 10.9  2.88 12.12  6.41 999 1011.2  23.1  25.4 999.0 99.0 99.00
2007 01 11 07 00 999 10.7 13.0  3.10 11.43  6.51 999 1011.7  23.8  25.4 999.0 99.0 99.00
2007 01 11 08 00 999 11.1 12.7  3.09 12.12  6.08 999 1011.8  23.9  25.4 999.0 99.0 99.00
2007 01 11 09 00 999 11.4 13.5  3.04 12.12  6.12 999 1011.7  23.8  25.4 999.0 99.0 99.00
2007 01 11 10 00 999 12.7 14.9  3.23 11.43  6.17 999 1011.6  24.0  25.4 999.0 99.0 99.00
2007 01 11 11 00 999 12.8 15.8  3.43  7.69  6.23 999 1011.7  23.8  25.4 999.0 99.0 99.00
2007 01 11 13 00 999 11.5 13.7  3.31  7.14  6.28 999 1010.4  24.2  25.5 999.0 99.0 99.00
2007 01 11 14 00 999 10.0 11.9  2.96  7.69  6.10 999 1009.9  24.1  25.5 999.0 99.0 99.00
2007 01 11 15 00 999  9.6 11.4  2.81  7.69  5.98 999 1009.2  24.6  25.5 999.0 99.0 99.00
2007 01 11 16 00 999  7.1  8.5  2.58 10.81  6.41 999 1009.7  25.0  25.4 999.0 99.0 99.00
2007 01 11 17 00 999  7.5  9.0  2.39 10.81  6.15 999 1010.4  25.0  25.4 999.0 99.0 99.00
2007 01 11 18 00 999  6.6  8.1  2.51 19.05  6.70 999 1011.3  25.1  25.5 999.0 99.0 99.00
2007 01 11 19 00 999  6.6  8.3  2.52 11.43  6.48 999 1011.9  25.0  25.5 999.0 99.0 99.00
2007 01 11 20 00 999  7.2  8.5  2.68 17.39  6.91 999 1012.1  25.4  25.5 999.0 99.0 99.00
2007 01 11 21 00 999  6.9  8.2  2.74 17.39  7.25 999 1012.4  25.4  25.5 999.0 99.0 99.00
2007 01 11 22 00 999  8.1 10.7  2.79 17.39  7.21 999 1012.3  24.7  25.6 999.0 99.0 99.00
2007 01 11 23 00 999  6.7  8.2  2.60 17.39  6.56 999 1011.4  25.3  25.6 999.0 99.0 99.00
2007 01 12 00 00 999  6.4  8.0  2.55 17.39  6.66 999 1010.2  25.3  25.6 999.0 99.0 99.00
2007 01 12 01 00 999  7.1  8.5  2.66 17.39  7.09 999 1009.5  25.3  25.7 999.0 99.0 99.00
2007 01 12 02 00 999  7.0  8.5  3.06 17.39  7.79 999 1009.8  25.3  25.7 999.0 99.0 99.00
2007 01 12 03 00 999  7.0  9.0  2.72 17.39  7.39 999 1010.5  25.4  25.7 999.0 99.0 99.00
2007 01 12 04 00 999  7.5  9.1  2.31 10.00  6.37 999 1010.9  25.3  25.6 999.0 99.0 99.00
2007 01 12 05 00 999  7.7  9.8  3.10 17.39  7.93 999 1011.5  25.3  25.6 999.0 99.0 99.00
2007 01 12 06 00 999  7.7  9.3  2.78 17.39  7.38 999 1012.3  25.3  25.6 999.0 99.0 99.00
2007 01 12 07 00 999  7.0  9.2  2.64 16.00  7.03 999 1012.8  25.2  25.6 999.0 99.0 99.00
2007 01 12 08 00 999  6.8  8.8  2.83 16.00  7.39 999 1013.3  25.2  25.6 999.0 99.0 99.00
2007 01 12 09 00 999  7.0  8.2  2.55 16.00  6.71 999 1013.3  25.1  25.6 999.0 99.0 99.00
2007 01 12 10 00 999  7.3  9.0  2.73 16.00  7.25 999 1012.7  25.1  25.6 999.0 99.0 99.00
2007 01 12 11 00 999  7.2  8.6  3.16 16.00  8.09 999 1012.5  25.1  25.6 999.0 99.0 99.00
2007 01 12 12 00 999  6.9  8.6  2.62 16.00  6.97 999 1012.2  25.0  25.5 999.0 99.0 99.00
2007 01 12 13 00 999  5.9  7.2  2.66 17.39  7.20 999 1011.7  24.9  25.5 999.0 99.0 99.00
2007 01 12 14 00 999  6.3  7.9  2.57 14.81  6.83 999 1011.4  25.0  25.5 999.0 99.0 99.00
2007 01 12 15 00 999  5.9  7.4  2.80 16.00  7.22 999 1011.4  25.0  25.5 999.0 99.0 99.00
2007 01 12 16 00 999  6.0  7.1  3.00 17.39  7.58 999 1011.5  24.9  25.5 999.0 99.0 99.00
2007 01 12 17 00 999  7.5 10.4  2.65 16.00  6.84 999 1012.2  24.7  25.5 999.0 99.0 99.00
2007 01 12 18 00 999  6.3  7.8  2.95 16.00  7.27 999 1012.9  24.1  25.5 999.0 99.0 99.00
2007 01 12 19 00 999 10.3 12.4  2.41 17.39  6.40 999 1013.2  23.6  25.5 999.0 99.0 99.00
2007 01 12 20 00 999  6.0  7.2  2.83 17.39  7.00 999 1014.0  24.1  25.5 999.0 99.0 99.00
2007 01 12 21 00 999  6.2  7.5  3.15 17.39  8.10 999 1013.8  24.6  25.5 999.0 99.0 99.00
2007 01 12 22 00 999  4.9  6.1  3.01 16.00  8.30 999 1013.3  24.8  25.6 999.0 99.0 99.00
2007 01 12 23 00 999  4.7  5.9  2.77 16.00  7.56 999 1012.3  24.8  25.6 999.0 99.0 99.00
2007 01 13 00 00 999  5.1  6.0  2.60 16.00  7.46 999 1011.5  24.8  25.6 999.0 99.0 99.00
2007 01 13 01 00 999  5.4  6.5  2.78 16.00  7.50 999 1011.4  22.4  25.6 999.0 99.0 99.00
2007 01 13 02 00 999  5.4  6.3  3.00 16.00  7.95 999 1011.2  24.3  25.6 999.0 99.0 99.00
2007 01 13 03 00 999  7.2  9.0  2.82 16.00  8.11 999 1011.7  24.5  25.6 999.0 99.0 99.00
2007 01 13 04 00 999  7.1  8.9  2.80 16.00  7.56 999 1012.2  24.8  25.6 999.0 99.0 99.00
2007 01 13 05 00 999  6.5  7.9  2.82 16.00  7.36 999 1013.0  24.9  25.5 999.0 99.0 99.00
2007 01 13 06 00 999  6.8  8.2  2.64 14.81  7.38 999 1013.5  24.9  25.5 999.0 99.0 99.00
2007 01 13 07 00 999  7.3  9.1  2.80 14.81  7.54 999 1013.8  24.8  25.5 999.0 99.0 99.00
2007 01 13 08 00 999  7.1  8.9  2.76 14.81  7.51 999 1014.0  24.9  25.5 999.0 99.0 99.00
2007 01 13 09 00 999  7.5  9.3  3.09 16.00  7.72 999 1014.2  25.0  25.5 999.0 99.0 99.00
2007 01 13 10 00 999  7.0  9.0  2.87 14.81  7.25 999 1014.1  24.9  25.5 999.0 99.0 99.00
2007 01 13 11 00 999  7.8 10.3  2.84 14.81  7.25 999 1013.9  24.3  25.5 999.0 99.0 99.00
2007 01 13 12 00 999  7.9  9.7  2.57 16.00  6.49 999 1013.4  24.6  25.5 999.0 99.0 99.00
2007 01 13 13 00 999  7.8  8.9  2.74 14.81  6.66 999 1012.8  24.5  25.5 999.0 99.0 99.00
2007 01 13 14 00 999  7.7  9.2  2.52 14.81  6.56 999 1012.1  24.5  25.5 999.0 99.0 99.00
2007 01 13 15 00 999  7.9  9.9  2.76 14.81  6.77 999 1012.2  24.6  25.5 999.0 99.0 99.00
2007 01 13 16 00 999  7.1  8.7  2.57 14.81  6.64 999 1012.6  24.6  25.5 999.0 99.0 99.00
2007 01 13 17 00 999  7.2  8.8  2.79 14.81  6.93 999 1013.0  24.6  25.5 999.0 99.0 99.00
2007 01 13 18 00 999  7.5  9.2  2.58 16.00  6.45 999 1013.5  24.7  25.5 999.0 99.0 99.00
2007 01 13 19 00 999  7.8  9.2  2.73 13.79  6.83 999 1014.1  24.9  25.5 999.0 99.0 99.00
2007 01 13 20 00 999  7.9  9.3  2.57 14.81  6.45 999 1014.7  25.0  25.5 999.0 99.0 99.00
2007 01 13 21 00 999  8.0  9.3  2.65 14.81  6.56 999 1014.6  24.9  25.5 999.0 99.0 99.00
2007 01 13 22 00 999  7.8 10.0  2.95 14.81  6.82 999 1013.9  24.9  25.5 999.0 99.0 99.00
2007 01 13 23 00 999  8.0  9.8  2.78 14.81  6.56 999 1013.0  24.8  25.5 999.0 99.0 99.00
2007 01 14 00 00 999  7.5  8.8  2.59 14.81  6.50 999 1011.9  24.8  25.5 999.0 99.0 99.00
2007 01 14 01 00 999  8.3  9.8  2.66  9.09  6.27 999 1011.1  24.7  25.5 999.0 99.0 99.00
2007 01 14 02 00 999  8.1 10.5  2.90 13.79  6.94 999 1011.0  24.7  25.5 999.0 99.0 99.00
2007 01 14 03 00 999  7.9  9.8  2.73 14.81  6.44 999 1011.4  24.7  25.4 999.0 99.0 99.00
2007 01 14 04 00 999  7.5  9.0  2.61 13.79  6.36 999 1012.1  24.8  25.4 999.0 99.0 99.00
2007 01 14 05 00 999  7.5  9.5  2.82 14.81  6.86 999 1012.7  24.6  25.4 999.0 99.0 99.00
2007 01 14 06 00 999  7.5  9.0  2.76 13.79  6.87 999 1013.5  24.6  25.4 999.0 99.0 99.00
2007 01 14 07 00 999  7.5  8.8  2.72  9.09  6.84 999 1013.8  24.6  25.4 999.0 99.0 99.00
2007 01 14 08 00 999  8.5 10.4  2.76 14.81  6.86 999 1014.1  24.6  25.4 999.0 99.0 99.00
2007 01 14 09 00 999  8.3  9.7  2.77 14.81  6.60 999 1014.2  24.5  25.4 999.0 99.0 99.00
2007 01 14 10 00 999  7.7  8.9  2.70 14.81  6.42 999 1014.1  24.6  25.4 999.0 99.0 99.00
2007 01 14 11 00 999  7.8  9.6  2.94  8.33  6.65 999 1013.8  24.6  25.4 999.0 99.0 99.00
2007 01 14 12 00 999  8.3 10.4  2.77  8.33  6.27 999 1013.3  24.3  25.4 999.0 99.0 99.00
2007 08 07 01 00 126  4.6  5.7  2.14  9.09  6.25 999 1014.4  26.7  27.4 999.0 99.0 99.00
2007 08 07 02 00 123  4.9  6.0  2.07  8.33  6.02 999 1014.0  26.7  27.4 999.0 99.0 99.00
2007 08 07 03 00 119  4.3  5.3  2.16  8.33  6.06 999 1013.9  26.6  27.4 999.0 99.0 99.00
2007 08 07 04 00 110  4.4  5.5  2.27  8.33  6.26 999 1014.1  26.7  27.4 999.0 99.0 99.00
2007 08 07 05 00 103  4.7  5.9  2.04  8.33  6.20 999 1014.6  26.7  27.4 999.0 99.0 99.00
2007 08 07 06 00 102  3.9  4.8  1.90  7.69  6.12 999 1015.3  26.6  27.4 999.0 99.0 99.00
2007 08 07 07 00  93  3.9  5.1  1.96  7.69  6.11 999 1016.0  26.6  27.3 999.0 99.0 99.00
2007 08 07 08 00  92  4.3  5.8  1.88  8.33  6.12 999 1016.4  26.6  27.3 999.0 99.0 99.00
2007 08 07 09 00 101  4.6  5.7  1.96  9.09  6.14 999 1016.8  26.6  27.3 999.0 99.0 99.00
2007 08 07 10 00 103  3.3  4.1  1.86  9.09  6.52 999 1016.7  26.5  27.3 999.0 99.0 99.00
2007 08 07 11 00  80  3.5  4.5  1.84  8.33  6.52 999 1015.9  26.4  27.2 999.0 99.0 99.00
2007 08 07 12 00  81  3.7  4.8  1.83  8.33  6.49 999 1015.2  26.5  27.2 999.0 99.0 99.00
2007 08 07 13 00  75  4.2  5.5  1.80  9.09  6.54 999 1014.6  26.3  27.2 999.0 99.0 99.00
2007 08 07 14 00  73  4.3  5.2  1.74  8.33  6.31 999 1014.2  26.3  27.2 999.0 99.0 99.00
2007 08 07 15 00  79  4.6  5.6  1.86  7.69  6.45 999 1014.1  26.3  27.2 999.0 99.0 99.00
2007 08 07 16 00  81  4.9  6.2  1.94  8.33  6.45 999 1014.1  26.2  27.2 999.0 99.0 99.00
2007 08 07 17 00  82  4.7  6.0  1.91  9.09  6.38 999 1014.7  26.2  27.2 999.0 99.0 99.00
2007 08 07 18 00  81  5.2  6.4  1.96  8.33  6.31 999 1015.2  26.5  27.2 999.0 99.0 99.00
2007 08 07 19 00  79  5.0  5.9  1.82  9.09  6.34 999 1015.4  26.5  27.2 999.0 99.0 99.00
2007 08 07 20 00  88  5.0  6.3  1.82  8.33  6.40 999 1015.5  26.5  27.2 999.0 99.0 99.00
2007 08 07 21 00  90  5.6  6.9  1.70  9.09  6.17 999 1015.3  26.6  27.3 999.0 99.0 99.00
2007 08 07 22 00  95  5.3  6.7  1.75  9.09  6.03 999 1015.3  26.8  27.3 999.0 99.0 99.00
2007 08 07 23 00 100  4.8  6.1  1.92  9.09  6.23 999 1014.7  26.7  27.4 999.0 99.0 99.00
2007 08 08 00 00 123  5.4  6.7  1.80  8.33  5.99 999 1014.4  26.4  27.5 999.0 99.0 99.00
2007 08 08 01 00 127  5.1  6.2  1.80  8.33  5.93 999 1013.9  26.4  27.5 999.0 99.0 99.00
2007 08 08 02 00 127  4.5  5.5  1.90  9.09  6.05 999 1013.5  26.4  27.5 999.0 99.0 99.00
2007 08 08 03 00 119  3.5  4.6  1.82  9.09  5.95 999 1013.3  26.4  27.5 999.0 99.0 99.00
2007 08 08 04 00 122  5.6  7.7  1.85  8.33  5.98 999 1013.8  25.7  27.5 999.0 99.0 99.00
2007 08 08 05 00 101  5.9  7.3  1.91  8.33  6.00 999 1014.2  26.6  27.4 999.0 99.0 99.00
2007 08 08 06 00  97  5.5  6.8  1.96  8.33  5.81 999 1015.1  26.7  27.4 999.0 99.0 99.00
2007 08 08 07 00 102  5.6  6.8  1.87  7.14  5.72 999 1015.7  26.5  27.3 999.0 99.0 99.00
2007 08 08 08 00 107  5.5  6.6  1.97  9.09  5.92 999 1016.4  26.5  27.3 999.0 99.0 99.00
2007 08 08 09 00 104  5.4  6.7  1.94  9.09  6.00 999 1016.9  26.5  27.3 999.0 99.0 99.00
2007 08 08 10 00 110  5.0  6.2  1.77  9.09  6.12 999 1016.8  26.5  27.3 999.0 99.0 99.00
2007 08 08 11 00 106  4.5  5.6  1.72  9.09  5.87 999 1016.3  26.3  27.2 999.0 99.0 99.00
2007 08 08 12 00 113  3.8  4.8  1.60  9.09  5.95 999 1015.6  26.2  27.2 999.0 99.0 99.00
2007 08 08 13 00 100  3.5  4.7  1.39  9.09  5.91 999 1014.9  26.1  27.2 999.0 99.0 99.00
2007 08 08 14 00  97  3.0  3.8  1.57  9.09  6.27 999 1014.8  26.0  27.2 999.0 99.0 99.00
2007 08 08 15 00  73  3.1  3.9  1.62  8.33  6.31 999 1014.8  26.0  27.2 999.0 99.0 99.00
2007 08 08 16 00  73  3.3  4.1  1.52  7.69  6.15 999 1014.9  26.0  27.2 999.0 99.0 99.00
2007 08 08 17 00  61  4.0  4.9  1.59  8.33  6.25 999 1015.4  26.2  27.2 999.0 99.0 99.00
2007 08 08 18 00  64  5.0  6.1  1.58  9.09  6.17 999 1015.9  26.5  27.2 999.0 99.0 99.00
2007 08 08 19 00  62  4.4  5.9  1.55  8.33  5.78 999 1016.4  26.5  27.2 999.0 99.0 99.00
2007 08 08 20 00  80  4.3  5.4  1.48  5.88  5.56 999 1016.8  26.4  27.3 999.0 99.0 99.00
2007 08 08 21 00  81  3.2  4.0  1.48  8.33  5.67 999 1016.8  26.5  27.3 999.0 99.0 99.00
2007 08 08 22 00 114  3.8  4.7  1.53  7.69  5.85 999 1016.7  26.4  27.4 999.0 99.0 99.00
2007 08 08 23 00 111  3.3  4.2  1.60  7.69  5.98 999 1016.4  26.3  27.5 999.0 99.0 99.00
2007 08 09 00 00 115  3.6  5.2  1.47  6.67  5.81 999 1016.0  26.4  27.6 999.0 99.0 99.00
2007 08 09 01 00 105  3.8  4.9  1.52  7.14  5.88 999 1015.3  26.4  27.7 999.0 99.0 99.00
2007 08 09 02 00  87  3.6  4.6  1.42  6.25  5.72 999 1015.2  26.5  27.7 999.0 99.0 99.00
2007 08 09 03 00  89  3.6  4.7  1.43  7.69  5.74 999 1015.0  26.5  27.7 999.0 99.0 99.00
2007 08 09 04 00  74  4.4  5.7  1.38  7.14  5.74 999 1015.0  26.5  27.7 999.0 99.0 99.00
2007 08 09 05 00  81  3.5  4.4  1.48  7.69  5.78 999 1015.4  26.5  27.6 999.0 99.0 99.00
2007 08 09 06 00  47  5.4  6.5  1.46  7.14  5.59 999 1015.8  26.3  27.5 999.0 99.0 99.00
2007 08 09 07 00  63  5.1  6.2  1.53  9.09  5.60 999 1016.2  26.0  27.4 999.0 99.0 99.00
2007 08 09 08 00 124  2.5  4.5  1.38  9.09  5.22 999 1016.6  25.5  27.4 999.0 99.0 99.00
2007 08 09 09 00  96  5.5  6.3  1.40  7.69  5.26 999 1016.7  26.4  27.4 999.0 99.0 99.00
2007 08 09 10 00  86  5.5  6.7  1.35  9.09  5.45 999 1016.6  26.4  27.4 999.0 99.0 99.00
2007 08 09 11 00  89  6.9  8.5  1.31  9.09  5.20 999 1015.9  26.4  27.3 999.0 99.0 99.00
2007 08 09 12 00  81  6.7  8.0  1.37  7.69  5.16 999 1015.4  26.4  27.3 999.0 99.0 99.00
2007 08 09 13 00  95  6.8  8.0  1.32  8.33  4.89 999 1014.6  26.4  27.3 999.0 99.0 99.00
2007 08 09 14 00  91  7.4  8.8  1.27  7.14  4.74 999 1014.1  26.4  27.3 999.0 99.0 99.00
2007 08 09 15 00  89  7.4  8.8  1.56  9.09  5.18 999 1014.2  26.4  27.3 999.0 99.0 99.00
2007 08 09 16 00  79  6.8  8.1  1.57  9.09  4.97 999 1014.4  26.4  27.2 999.0 99.0 99.00
2007 08 09 17 00  82  7.0  9.1  1.55  7.14  4.94 999 1015.0  26.4  27.2 999.0 99.0 99.00
2007 08 09 18 00  94  7.4  8.9  1.56  5.88  4.99 999 1015.4  26.5  27.2 999.0 99.0 99.00
2007 08 09 19 00  98  6.5  7.5  1.61  5.88  5.05 999 1015.8  26.6  27.2 999.0 99.0 99.00
2007 08 09 20 00 109  6.1  7.5  1.48  8.33  5.07 999 1016.1  26.4  27.2 999.0 99.0 99.00
2007 08 09 21 00 100  6.4  7.4  1.54  6.67  5.13 999 1016.0  26.6  27.3 999.0 99.0 99.00
2007 08 09 22 00 100  5.6  7.0  1.52  7.69  5.20 999 1015.9  26.7  27.3 999.0 99.0 99.00
2007 08 09 23 00 103  5.9  6.7  1.53  9.09  5.25 999 1015.6  26.7  27.4 999.0 99.0 99.00
2007 08 10 00 00  96  5.8  7.1  1.56  6.67  5.21 999 1015.2  26.6  27.4 999.0 99.0 99.00
2007 08 10 01 00  89  6.0  7.2  1.89  8.33  5.71 999 1014.5  26.6  27.3 999.0 99.0 99.00
2007 08 10 02 00  90  6.2  7.6  1.82  6.67  5.44 999 1014.3  26.6  27.3 999.0 99.0 99.00
2007 08 10 03 00  87  6.7  8.6  1.72  5.88  5.29 999 1014.3  26.6  27.3 999.0 99.0 99.00
2007 08 10 04 00 109  7.2  8.3  1.84  7.69  5.33 999 1014.4  26.1  27.3 999.0 99.0 99.00
2007 08 10 05 00  93  7.3  8.3  1.89  8.33  5.36 999 1015.1  26.6  27.2 999.0 99.0 99.00
2007 08 10 06 00  89  7.7  9.0  2.00  7.69  5.47 999 1015.8  26.9  27.2 999.0 99.0 99.00
2007 08 10 07 00  94  7.7  9.1  1.89  6.67  5.34 999 1016.0  26.9  27.2 999.0 99.0 99.00
2007 08 10 08 00 107  7.0  8.4  1.84  6.67  5.30 999 1016.4  26.7  27.2 999.0 99.0 99.00
2007 08 10 09 00  95  6.6  7.6  1.89  8.33  5.40 999 1016.7  26.6  27.2 999.0 99.0 99.00
2007 08 10 10 00 115  6.2  7.4  1.85  8.33  5.38 999 1016.5  26.5  27.2 999.0 99.0 99.00
2007 08 10 11 00 115  5.9  7.0  1.80  9.09  5.43 999 1016.2  26.4  27.2 999.0 99.0 99.00
2007 08 10 12 00  97  5.8  7.1  1.87  7.14  5.62 999 1015.5  26.4  27.2 999.0 99.0 99.00
2007 08 10 13 00  96  6.4  7.4  1.73  6.25  5.56 999 1014.7  26.4  27.2 999.0 99.0 99.00
2007 08 10 14 00  91  6.2  7.4  1.65  6.25  5.27 999 1014.6  26.3  27.1 999.0 99.0 99.00
2007 08 10 15 00  93  7.6  8.8  1.79  7.69  5.52 999 1014.7  26.4  27.1 999.0 99.0 99.00
2007 08 10 16 00  94  7.5  8.8  1.72  7.69  5.22 999 1014.8  26.5  27.1 999.0 99.0 99.00
2007 08 10 17 00  95  7.3  8.8  1.70  7.14  5.14 999 1015.2  26.5  27.1 999.0 99.0 99.00
2007 08 10 18 00  98  7.0  8.2  1.85  7.69  5.16 999 1015.8  26.6  27.1 999.0 99.0 99.00
2007 08 10 19 00 104  6.8  8.4  1.75  7.69  5.30 999 1016.2  26.5  27.1 999.0 99.0 99.00
2007 08 10 20 00 111  6.3  7.6  1.64  9.09  5.27 999 1016.2  26.5  27.2 999.0 99.0 99.00
2007 08 10 21 00 105  5.4  6.6  1.52  5.88  5.08 999 1016.2  26.5  27.2 999.0 99.0 99.00
2007 08 10 22 00 107  5.2  6.2  1.57  8.33  5.29 999 1015.9  26.5  27.3 999.0 99.0 99.00
2007 08 10 23 00 113  4.6  5.6  1.62  5.88  5.47 999 1015.6  26.4  27.4 999.0 99.0 99.00
2007 08 11 00 00 122  4.8  5.8  1.56  6.67  5.37 999 1015.0  26.6  27.4 999.0 99.0 99.00
2007 08 11 01 00 113  5.9  6.8  1.68  6.25  5.70 999 1014.6  26.5  27.4 999.0 99.0 99.00
2007 08 11 02 00 117  4.5  6.7  1.81  6.25  5.72 999 1014.2  26.8  27.4 999.0 99.0 99.00
2007 08 11 03 00 111  4.8  6.2  1.73  8.33  5.84 999 1014.0  26.7  27.4 999.0 99.0 99.00
2007 08 11 04 00 124  4.8  5.7  1.68  6.25  5.63 999 1014.1  26.7  27.4 999.0 99.0 99.00
2007 08 11 05 00 117  4.6  5.5  1.65  6.67  5.60 999 1014.5  26.7  27.3 999.0 99.0 99.00
2007 08 11 06 00 110  4.0  4.7  1.79 13.79  5.94 999 1015.4  26.6  27.3 999.0 99.0 99.00
2007 08 11 07 00  79  3.7  5.8  1.49  8.33  5.62 999 1016.1  26.6  27.3 999.0 99.0 99.00
2007 08 11 08 00  79  4.4  5.5  1.52  8.33  5.58 999 1016.3  26.3  27.2 999.0 99.0 99.00
2007 08 11 09 00  84  4.8  7.0  1.42  7.14  5.36 999 1016.7  26.6  27.2 999.0 99.0 99.00
2007 08 11 10 00  93  5.0  6.4  1.52 13.79  5.81 999 1016.5  26.4  27.2 999.0 99.0 99.00
2007 08 11 11 00  86  4.2  5.8  1.57  6.25  5.64 999 1016.2  26.4  27.2 999.0 99.0 99.00
2007 08 11 12 00  96  3.9  4.6  1.53  7.69  5.64 999 1015.6  26.2  27.2 999.0 99.0 99.00
2007 08 11 13 00 101  3.1  4.2  1.58 13.79  6.00 999 1015.0  26.1  27.2 999.0 99.0 99.00
2007 08 11 14 00  97  3.5  4.5  1.53 13.79  5.93 999 1014.8  26.2  27.2 999.0 99.0 99.00
2007 08 11 15 00  93  3.1  3.8  1.48 13.79  6.03 999 1014.9  26.1  27.2 999.0 99.0 99.00
2007 08 11 16 00 111  2.8  4.2  1.50  9.09  6.21 999 1015.1  26.1  27.2 999.0 99.0 99.00
2007 08 11 17 00 103  3.0  3.8  1.45  6.67  5.82 999 1015.4  26.2  27.2 999.0 99.0 99.00
2007 08 11 18 00 101  3.3  4.3  1.41 13.79  6.12 999 1015.8  26.4  27.2 999.0 99.0 99.00
2007 08 11 19 00  93  3.5  4.6  1.32 13.79  5.78 999 1016.1  26.6  27.2 999.0 99.0 99.00
2007 08 11 20 00  96  3.2  4.1  1.36 13.79  6.27 999 1016.2  26.6  27.2 999.0 99.0 99.00
2007 08 11 21 00  97  4.3  5.5  1.32 12.90  5.96 999 1016.2  26.7  27.3 999.0 99.0 99.00
2007 08 11 22 00 106  3.5  4.7  1.45 12.90  5.93 999 1016.0  26.6  27.4 999.0 99.0 99.00
2007 08 11 23 00  95  3.4  4.5  1.49 12.90  5.79 999 1015.6  26.7  27.5 999.0 99.0 99.00
2007 08 12 00 00  67  2.8  4.1  1.38  6.25  5.72 999 1015.0  26.3  27.5 999.0 99.0 99.00
2007 08 12 01 00  71  5.3  6.2  1.53  5.88  5.60 999 1014.4  26.8  27.6 999.0 99.0 99.00
2007 08 12 02 00  81  6.9  8.5  1.55  6.25  5.53 999 1014.2  26.0  27.5 999.0 99.0 99.00
